University,Country,URL
Al Muthanna University,Iraq,"=HYPERLINK(""http://mu.edu.iq/"", ""http://mu.edu.iq/"")"
Al Nahrain University,Iraq,"=HYPERLINK(""http://nahrainuniv.edu.iq/"", ""http://nahrainuniv.edu.iq/"")"
Al-Nasser University,Yemen,"=HYPERLINK(""http://www.al-edu.com/"", ""http://www.al-edu.com/"")"
Al-Nisour University Collge,Iraq,"=HYPERLINK(""https://nuc.edu.iq/"", ""https://nuc.edu.iq/"")"
Alpen-Adria-Universität Klagenfurt,Austria,"=HYPERLINK(""https://www.aau.at/"", ""https://www.aau.at/"")"
"Al-Qalam University, Katsina",Nigeria,"=HYPERLINK(""http://www.auk.edu.ng/"", ""http://www.auk.edu.ng/"")"
Al-Quds Open University,Palestine,"=HYPERLINK(""http://www.qou.edu/"", ""http://www.qou.edu/"")"
Al-Quds University - The Arab University in Jerusalem,Palestine,"=HYPERLINK(""https://www.alquds.edu/"", ""https://www.alquds.edu/"")"
Al Rafidain University College,Iraq,"=HYPERLINK(""http://raf.coalrafidain.edu.iq/"", ""http://raf.coalrafidain.edu.iq/"")"
Al Rasheed University College,Iraq,"=HYPERLINK(""http://www.alrasheed-uc.com/"", ""http://www.alrasheed-uc.com/"")"
Al-razi University,Yemen,"=HYPERLINK(""http://alraziuni.edu.ye/"", ""http://alraziuni.edu.ye/"")"
Al-Saeeda University,Yemen,"=HYPERLINK(""https://su-edu.net/"", ""https://su-edu.net/"")"
al-Shamal Private University,Syria,"=HYPERLINK(""https://spu-sy.org"", ""https://spu-sy.org"")"
Al-sham Private University,Syria,"=HYPERLINK(""http://www.aspu.edu.sy/"", ""http://www.aspu.edu.sy/"")"
Altai State Agrarian University,Russia,"=HYPERLINK(""https://www.asau.ru"", ""https://www.asau.ru"")"
Altai State Medical University,Russia,"=HYPERLINK(""http://www.asmu.ru/"", ""http://www.asmu.ru/"")"
Altai State Technical University,Russia,"=HYPERLINK(""http://www.astu.secna.ru/"", ""http://www.astu.secna.ru/"")"
Altai State University,Russia,"=HYPERLINK(""http://www.asu.ru/"", ""http://www.asu.ru/"")"
Altinbas University,Turkey,"=HYPERLINK(""http://altinbas.edu.tr/"", ""http://altinbas.edu.tr/"")"
Al Turath University College,Iraq,"=HYPERLINK(""http://www.turathun.com/"", ""http://www.turathun.com/"")"
Al-Wataniya Private University,Syria,"=HYPERLINK(""http://www.wpu.edu.sy/"", ""http://www.wpu.edu.sy/"")"
Al-Yamamah University,Saudi Arabia,"=HYPERLINK(""https://yu.edu.sa/"", ""https://yu.edu.sa/"")"
Al Yarmouk University College,Iraq,"=HYPERLINK(""http://www.yu.edu.jo/"", ""http://www.yu.edu.jo/"")"
Al-Zaiem Al-Azhari University,Sudan,"=HYPERLINK(""https://aau.edu.sd/"", ""https://aau.edu.sd/"")"
Al-Zaytoonah University,Jordan,"=HYPERLINK(""http://www.zuj.edu.jo/"", ""http://www.zuj.edu.jo/"")"
Ama International University,Bahrain,"=HYPERLINK(""http://www.amaiu.edu.bh/"", ""http://www.amaiu.edu.bh/"")"
Ama University,Philippines,"=HYPERLINK(""http://www.ama.edu.ph/"", ""http://www.ama.edu.ph/"")"
Ambo University,Ethiopia,"=HYPERLINK(""http://www.ambou.edu.et/"", ""http://www.ambou.edu.et/"")"
Ambrose Alli University,Nigeria,"=HYPERLINK(""http://www.aauekpoma.edu.ng/"", ""http://www.aauekpoma.edu.ng/"")"
American College of Dubai,United Arab Emirates,"=HYPERLINK(""http://www.acd.ae/"", ""http://www.acd.ae/"")"
American College of Greece,Greece,"=HYPERLINK(""http://www.acg.gr/"", ""http://www.acg.gr/"")"
American College of Thessaloniki,Greece,"=HYPERLINK(""http://www.act.edu/"", ""http://www.act.edu/"")"
American Graduate School in Paris,France,"=HYPERLINK(""http://www.ags.edu/"", ""http://www.ags.edu/"")"
American InterContinental University - London,United Kingdom,"=HYPERLINK(""http://www.aiuniv.edu/"", ""http://www.aiuniv.edu/"")"
American International University - Bangladesh,Bangladesh,"=HYPERLINK(""http://www.aiub.edu/"", ""http://www.aiub.edu/"")"
American International University West Africa,Gambia,"=HYPERLINK(""http://www.aiu.edu.gm/"", ""http://www.aiu.edu.gm/"")"
Americanos College,Cyprus,"=HYPERLINK(""http://www.ac.ac.cy/"", ""http://www.ac.ac.cy/"")"
American University,Bosnia and Herzegovina,"=HYPERLINK(""http://www.aubih.ba/"", ""http://www.aubih.ba/"")"
American University College of Technology,Lebanon,"=HYPERLINK(""http://www.aut.edu/"", ""http://www.aut.edu/"")"
"American University Extension, Okinawa",Japan,"=HYPERLINK(""http://www.aue-okinawa.ac.jp/"", ""http://www.aue-okinawa.ac.jp/"")"
American University in Bulgaria,Bulgaria,"=HYPERLINK(""https://www.aubg.edu/"", ""https://www.aubg.edu/"")"
American University in Cairo,Egypt,"=HYPERLINK(""http://www.aucegypt.edu/"", ""http://www.aucegypt.edu/"")"
American University in Dubai,United Arab Emirates,"=HYPERLINK(""http://www.aud.edu/"", ""http://www.aud.edu/"")"
American University in the Emirates,United Arab Emirates,"=HYPERLINK(""https://aue.ae/"", ""https://aue.ae/"")"
American University of Afghanistan,Afghanistan,"=HYPERLINK(""https://auaf.edu.af"", ""https://auaf.edu.af"")"
American University of Antigua,Antigua and Barbuda,"=HYPERLINK(""http://www.auamed.org/"", ""http://www.auamed.org/"")"
American University of Armenia,Armenia,"=HYPERLINK(""http://www.aua.am/"", ""http://www.aua.am/"")"
American University of Barbados,Barbados,"=HYPERLINK(""http://www.aubmed.org/"", ""http://www.aubmed.org/"")"
American University of Beirut,Lebanon,"=HYPERLINK(""http://www.aub.edu.lb/"", ""http://www.aub.edu.lb/"")"
American University of Central Asia,Kyrgyzstan,"=HYPERLINK(""https://auca.kg"", ""https://auca.kg"")"
American University of Culture and Education,Lebanon,"=HYPERLINK(""http://www.auce.edu.lb/"", ""http://www.auce.edu.lb/"")"
American University of Europe - FON,Macedonia,"=HYPERLINK(""http://aue.edu.eu/"", ""http://aue.edu.eu/"")"
"American University of Iraq, Sulaimani (Kurdistan Region)",Iraq,"=HYPERLINK(""https://auis.edu.krd/"", ""https://auis.edu.krd/"")"
American University of Kuwait,Kuwait,"=HYPERLINK(""http://www.auk.edu.kw/"", ""http://www.auk.edu.kw/"")"
American University of Madaba,Jordan,"=HYPERLINK(""https://aum.edu.jo/"", ""https://aum.edu.jo/"")"
American University of Middle East,Kuwait,"=HYPERLINK(""http://www.aum.edu.kw/"", ""http://www.aum.edu.kw/"")"
American University of Paris,France,"=HYPERLINK(""http://www.aup.fr/"", ""http://www.aup.fr/"")"
American University of Ras Al Khaimah,United Arab Emirates,"=HYPERLINK(""https://aurak.ac.ae/"", ""https://aurak.ac.ae/"")"
American University of Science and Technology,Lebanon,"=HYPERLINK(""https://www.aust.edu.lb/"", ""https://www.aust.edu.lb/"")"
American University of Sharjah,United Arab Emirates,"=HYPERLINK(""https://www.aus.edu/"", ""https://www.aus.edu/"")"
American University of the Caribbean,Haiti,"=HYPERLINK(""http://www.auchaiti.org/"", ""http://www.auchaiti.org/"")"
"American University of the Caribbean, School of Medicine",Belize,"=HYPERLINK(""http://www.aucmed.edu/"", ""http://www.aucmed.edu/"")"
"American University of the Caribbean, Sint Maarten",Sint Maarten,"=HYPERLINK(""https://www.aucmed.edu"", ""https://www.aucmed.edu"")"
American University of Tirana,Albania,"=HYPERLINK(""http://www.uat.edu.al/"", ""http://www.uat.edu.al/"")"
Amirkabir College of Managmant & Technology,Iran,"=HYPERLINK(""http://www.acmt.ac.ir/"", ""http://www.acmt.ac.ir/"")"
Amirkabir University of Technology,Iran,"=HYPERLINK(""http://www.aut.ac.ir/"", ""http://www.aut.ac.ir/"")"
Amity University,India,"=HYPERLINK(""http://www.amity.edu/"", ""http://www.amity.edu/"")"
Amman Arab University for Higher Studies,Jordan,"=HYPERLINK(""http://www.aau.edu.jo/"", ""http://www.aau.edu.jo/"")"
Amoud University,Somalia,"=HYPERLINK(""http://www.amouduniversity.org/"", ""http://www.amouduniversity.org/"")"
Amravati University,India,"=HYPERLINK(""http://www.amtuni.com/"", ""http://www.amtuni.com/"")"
Amrita Vishwa Vidyapeetham (Deemed University),India,"=HYPERLINK(""https://www.amrita.edu/"", ""https://www.amrita.edu/"")"
Amur State University,Russia,"=HYPERLINK(""http://www.amursu.ru/"", ""http://www.amursu.ru/"")"
Anadolu University,Turkey,"=HYPERLINK(""http://www.anadolu.edu.tr/"", ""http://www.anadolu.edu.tr/"")"
Anambra State University of Science and Technology,Nigeria,"=HYPERLINK(""http://www.ansu.edu.ng/"", ""http://www.ansu.edu.ng/"")"
Andhra University,India,"=HYPERLINK(""http://www.andhrauniversity.info/"", ""http://www.andhrauniversity.info/"")"
Andong National University,"Korea, South","=HYPERLINK(""http://www.andong.ac.kr/"", ""http://www.andong.ac.kr/"")"
Andrassy Gyula German Speaking University Budapest,Hungary,"=HYPERLINK(""http://www.andrassyuni.hu/"", ""http://www.andrassyuni.hu/"")"
Andrzej Frycz Modrzewski Cracow College,Poland,"=HYPERLINK(""http://www.ksw.edu.pl/"", ""http://www.ksw.edu.pl/"")"
Angeles University,Philippines,"=HYPERLINK(""http://www.auf.edu.ph/"", ""http://www.auf.edu.ph/"")"
An Giang University,Vietnam,"=HYPERLINK(""https://www.agu.edu.vn/"", ""https://www.agu.edu.vn/"")"
Angkor University,Cambodia,"=HYPERLINK(""http://www.angkor.edu.kh/"", ""http://www.angkor.edu.kh/"")"
Anglia Ruskin University,United Kingdom,"=HYPERLINK(""http://www.anglia.ac.uk/"", ""http://www.anglia.ac.uk/"")"
Anglo-American University,Czech Republic,"=HYPERLINK(""http://www.aauni.edu/"", ""http://www.aauni.edu/"")"
Anhui Medical University,China,"=HYPERLINK(""http://www.ahmu.edu.cn/"", ""http://www.ahmu.edu.cn/"")"
Anhui Normal University,China,"=HYPERLINK(""http://www.ahnu.edu.cn/"", ""http://www.ahnu.edu.cn/"")"
Anhui Ploytechnic University,China,"=HYPERLINK(""http://www.ahpu.edu.cn/"", ""http://www.ahpu.edu.cn/"")"
Anhui Technical College of Water Resources and Hydroelectric Power,China,"=HYPERLINK(""http://www.ahsdxy.ah.edu.cn/"", ""http://www.ahsdxy.ah.edu.cn/"")"
Anhui University,China,"=HYPERLINK(""http://www.ahu.edu.cn/"", ""http://www.ahu.edu.cn/"")"
Anhui University of Finance and Economics,China,"=HYPERLINK(""http://www.aufe.edu.cn/"", ""http://www.aufe.edu.cn/"")"
Anhui University of Traditional Chinese Medicine,China,"=HYPERLINK(""http://www.ahtcm.edu.cn/"", ""http://www.ahtcm.edu.cn/"")"
Ankara University,Turkey,"=HYPERLINK(""http://www.ankara.edu.tr/"", ""http://www.ankara.edu.tr/"")"
An-Najah National University,Palestine,"=HYPERLINK(""https://www.najah.edu/"", ""https://www.najah.edu/"")"
Annamalai University,India,"=HYPERLINK(""http://www.annamalaiuniversity.ac.in/"", ""http://www.annamalaiuniversity.ac.in/"")"
Anna University,India,"=HYPERLINK(""https://www.annauniv.edu/"", ""https://www.annauniv.edu/"")"
"Anna University of Technology, Tirunelveli",India,"=HYPERLINK(""http://www.auttvl.ac.in/"", ""http://www.auttvl.ac.in/"")"
Anton Bruckner Privatuniversität,Austria,"=HYPERLINK(""http://www.bruckneruni.at/"", ""http://www.bruckneruni.at/"")"
Anton de Kom University,Suriname,"=HYPERLINK(""http://www.uvs.edu/"", ""http://www.uvs.edu/"")"
Antonine University,Lebanon,"=HYPERLINK(""https://www.ua.edu.lb/"", ""https://www.ua.edu.lb/"")"
Aomori Chuoh Gakuin University,Japan,"=HYPERLINK(""http://www.aomoricgu.ac.jp/"", ""http://www.aomoricgu.ac.jp/"")"
Aomori Public College,Japan,"=HYPERLINK(""http://www.nebuta.ac.jp/"", ""http://www.nebuta.ac.jp/"")"
Aomori University,Japan,"=HYPERLINK(""http://www.aomori-u.ac.jp/"", ""http://www.aomori-u.ac.jp/"")"
Aomori University of Health and Welfare,Japan,"=HYPERLINK(""http://www.auhw.ac.jp/"", ""http://www.auhw.ac.jp/"")"
Aoyama Gakuin University,Japan,"=HYPERLINK(""http://www.aoyama.ac.jp/"", ""http://www.aoyama.ac.jp/"")"
"Appiled Economics Research Centre, University of Karachi",Pakistan,"=HYPERLINK(""http://www.aerc.edu.pk/"", ""http://www.aerc.edu.pk/"")"
Applied Science University,Bahrain,"=HYPERLINK(""http://www.asu.edu.bh/"", ""http://www.asu.edu.bh/"")"
Applied Science University,Jordan,"=HYPERLINK(""http://www.asu.edu.jo/"", ""http://www.asu.edu.jo/"")"
AP University College,Belgium,"=HYPERLINK(""https://www.ap.be/"", ""https://www.ap.be/"")"
Arab Academy for Banking and Financial Sciences,Jordan,"=HYPERLINK(""http://www.aabfs.org/"", ""http://www.aabfs.org/"")"
Arab Academy for Science & Technology,Egypt,"=HYPERLINK(""http://www.aast.edu/"", ""http://www.aast.edu/"")"
Arab American University - Jenin,Palestine,"=HYPERLINK(""https://www.aaup.edu/"", ""https://www.aaup.edu/"")"
Arab European University,Syria,"=HYPERLINK(""http://www.aiu.edu.sy/"", ""http://www.aiu.edu.sy/"")"
Arabian Gulf University,Bahrain,"=HYPERLINK(""http://www.agu.edu.bh/"", ""http://www.agu.edu.bh/"")"
Arab Open University,Bahrain,"=HYPERLINK(""http://www.aou.org.bh/"", ""http://www.aou.org.bh/"")"
Arab Open University,Saudi Arabia,"=HYPERLINK(""http://www.arabou.org.sa/"", ""http://www.arabou.org.sa/"")"
Arab Open University,Jordan,"=HYPERLINK(""http://www.aou.edu.jo/"", ""http://www.aou.edu.jo/"")"
Arab Open University,Oman,"=HYPERLINK(""https://www.aou.edu.om/"", ""https://www.aou.edu.om/"")"
Arab Open University,Lebanon,"=HYPERLINK(""http://web.aou.edu.lb/"", ""http://web.aou.edu.lb/"")"
Arab Open University,Egypt,"=HYPERLINK(""http://www.aou.edu.eg/"", ""http://www.aou.edu.eg/"")"
"Arab Open University, Kuwait Branch",Kuwait,"=HYPERLINK(""http://www.aou.edu.kw/"", ""http://www.aou.edu.kw/"")"
Ara Institute of Canterbury,New Zealand,"=HYPERLINK(""https://www.ara.ac.nz/"", ""https://www.ara.ac.nz/"")"
Arak University,Iran,"=HYPERLINK(""http://www.araku.ac.ir/"", ""http://www.araku.ac.ir/"")"
Arak University of Medical Sciences,Iran,"=HYPERLINK(""http://www.arakmu.ac.ir/"", ""http://www.arakmu.ac.ir/"")"
Arak University of Technology,Iran,"=HYPERLINK(""http://www.arakut.ac.ir/"", ""http://www.arakut.ac.ir/"")"
Araullo University,Philippines,"=HYPERLINK(""https://au.phinma.edu.ph"", ""https://au.phinma.edu.ph"")"
Aravali Veterinary College,India,"=HYPERLINK(""http://arawaliveterinarycollege.com"", ""http://arawaliveterinarycollege.com"")"
Arba Minch University,Ethiopia,"=HYPERLINK(""http://www.amu.edu.et/"", ""http://www.amu.edu.et/"")"
Ardabil University of Medical Sciences,Iran,"=HYPERLINK(""http://www.arums.ac.ir/"", ""http://www.arums.ac.ir/"")"
Arellano University,Philippines,"=HYPERLINK(""http://www.arellano.edu.ph/"", ""http://www.arellano.edu.ph/"")"
Arhangelsk State Technical University,Russia,"=HYPERLINK(""http://www.agtu.ru/"", ""http://www.agtu.ru/"")"
Ariana University,Afghanistan,"=HYPERLINK(""http://www.ariana.edu.af/"", ""http://www.ariana.edu.af/"")"
Arid Agriculture University,Pakistan,"=HYPERLINK(""http://www.uaar.edu.pk/"", ""http://www.uaar.edu.pk/"")"
Ariel University Center of Samaria,Israel,"=HYPERLINK(""http://www.ariel.ac.il/"", ""http://www.ariel.ac.il/"")"
Aristotle University of Thessaloniki,Greece,"=HYPERLINK(""http://www.auth.gr/"", ""http://www.auth.gr/"")"
Armed Forces Academy of General Milan Rastislav Štefánik,Slovakia,"=HYPERLINK(""http://www.aos.sk/"", ""http://www.aos.sk/"")"
Armenian State Agrarian University,Armenia,"=HYPERLINK(""http://www.asau.am/"", ""http://www.asau.am/"")"
Armenian State University of Economics,Armenia,"=HYPERLINK(""http://www.asue.am/"", ""http://www.asue.am/"")"
Arsi University,Ethiopia,"=HYPERLINK(""https://www.arsiun.edu.et/"", ""https://www.arsiun.edu.et/"")"
Arthur C Clarke Institute of Modern Technologies,Sri Lanka,"=HYPERLINK(""http://www.accimt.ac.lk/"", ""http://www.accimt.ac.lk/"")"
"Arts, Sciences and Technology University",Lebanon,"=HYPERLINK(""http://www.aul.edu.lb/"", ""http://www.aul.edu.lb/"")"
Art University,Iran,"=HYPERLINK(""http://www.art.ac.ir/"", ""http://www.art.ac.ir/"")"
ARYA Institute of Engineering & Technology,India,"=HYPERLINK(""http://www.aryainstitutejpr.com/"", ""http://www.aryainstitutejpr.com/"")"
Aryana University,Afghanistan,"=HYPERLINK(""http://ariana.edu.af/"", ""http://ariana.edu.af/"")"
Asahikawa Medical College,Japan,"=HYPERLINK(""http://www.asahikawa-med.ac.jp/"", ""http://www.asahikawa-med.ac.jp/"")"
Asahikawa University,Japan,"=HYPERLINK(""http://www.asahikawa-u.ac.jp/"", ""http://www.asahikawa-u.ac.jp/"")"
Asahi University,Japan,"=HYPERLINK(""http://www.asahi-u.ac.jp/"", ""http://www.asahi-u.ac.jp/"")"
Asa University Bangladesh,Bangladesh,"=HYPERLINK(""http://www.asaub.edu.bd/"", ""http://www.asaub.edu.bd/"")"
A'Sharqiyah University,Oman,"=HYPERLINK(""https://www.asu.edu.om/"", ""https://www.asu.edu.om/"")"
Ashesi University,Ghana,"=HYPERLINK(""http://www.ashesi.edu.gh/"", ""http://www.ashesi.edu.gh/"")"
Ashikaga Institute of Technology,Japan,"=HYPERLINK(""http://www.ashitech.ac.jp/"", ""http://www.ashitech.ac.jp/"")"
Ashiya University,Japan,"=HYPERLINK(""http://www.ashiya-u.ac.jp/"", ""http://www.ashiya-u.ac.jp/"")"
Ashkelon Academic College,Israel,"=HYPERLINK(""https://www.aac.ac.il/"", ""https://www.aac.ac.il/"")"
Ashoka University,India,"=HYPERLINK(""https://www.ashoka.edu.in/"", ""https://www.ashoka.edu.in/"")"
Ashton College,Canada,"=HYPERLINK(""http://www.ashtoncollege.ca/"", ""http://www.ashtoncollege.ca/"")"
Asia E University,Malaysia,"=HYPERLINK(""http://www.aeu.edu.my/"", ""http://www.aeu.edu.my/"")"
Asia Europe University,Cambodia,"=HYPERLINK(""http://www.aeu.edu.kh/"", ""http://www.aeu.edu.kh/"")"
Asian Business School,India,"=HYPERLINK(""http://abs.edu.in/"", ""http://abs.edu.in/"")"
Asian Institute of Hospitality and Tourism,India,"=HYPERLINK(""http://aiht.edu.in/"", ""http://aiht.edu.in/"")"
Asian Institute of Technology,Thailand,"=HYPERLINK(""http://www.ait.ac.th/"", ""http://www.ait.ac.th/"")"
Asian Medical Institute,Kyrgyzstan,"=HYPERLINK(""https://asmi.edu.kg"", ""https://asmi.edu.kg"")"
Asian University,Thailand,"=HYPERLINK(""http://www.asianu.ac.th/"", ""http://www.asianu.ac.th/"")"
Asian University For Women,Bangladesh,"=HYPERLINK(""https://asian-university.org/"", ""https://asian-university.org/"")"
Asian University of Bangladesh,Bangladesh,"=HYPERLINK(""https://www.aub.edu.bd/"", ""https://www.aub.edu.bd/"")"
Asia Pacific Institute of Information Technology (APIIT),Malaysia,"=HYPERLINK(""http://www.apiit.edu.my/"", ""http://www.apiit.edu.my/"")"
Asia University,Taiwan,"=HYPERLINK(""https://www.asia.edu.tw/"", ""https://www.asia.edu.tw/"")"
Asia University,Japan,"=HYPERLINK(""http://www.asia-u.ac.jp/"", ""http://www.asia-u.ac.jp/"")"
Assam Agricultural University,India,"=HYPERLINK(""http://www.aau.ac.in/"", ""http://www.aau.ac.in/"")"
Assam Don Bosco University,India,"=HYPERLINK(""https://www.dbuniversity.ac.in/"", ""https://www.dbuniversity.ac.in/"")"
Assam University,India,"=HYPERLINK(""http://www.aus.ac.in/"", ""http://www.aus.ac.in/"")"
Assiut University,Egypt,"=HYPERLINK(""http://www.aun.edu.eg/"", ""http://www.aun.edu.eg/"")"
Assosa University,Ethiopia,"=HYPERLINK(""http://www.asu.edu.et/"", ""http://www.asu.edu.et/"")"
Assumption University,Canada,"=HYPERLINK(""http://www.assumptionu.ca/"", ""http://www.assumptionu.ca/"")"
Assumption University of Thailand,Thailand,"=HYPERLINK(""http://www.au.edu/"", ""http://www.au.edu/"")"
Aston University,United Kingdom,"=HYPERLINK(""http://www.aston.ac.uk/"", ""http://www.aston.ac.uk/"")"
Astrahan State Medical Academy,Russia,"=HYPERLINK(""http://agma.astranet.ru/"", ""http://agma.astranet.ru/"")"
Astrahan State Technical University,Russia,"=HYPERLINK(""http://www.astu.org/"", ""http://www.astu.org/"")"
Astrakhan State University,Russia,"=HYPERLINK(""http://www.aspu.ru/"", ""http://www.aspu.ru/"")"
Aswan University,Egypt,"=HYPERLINK(""http://aswu.edu.eg/"", ""http://aswu.edu.eg/"")"
Atatürk University,Turkey,"=HYPERLINK(""https://www.atauni.edu.tr/"", ""https://www.atauni.edu.tr/"")"
Ateneo de Davao University,Philippines,"=HYPERLINK(""http://www.addu.edu.ph/"", ""http://www.addu.edu.ph/"")"
Ateneo de Manila University,Philippines,"=HYPERLINK(""http://www.admu.edu.ph/"", ""http://www.admu.edu.ph/"")"
Ateneo de Naga University,Philippines,"=HYPERLINK(""https://www.adnu.edu.ph"", ""https://www.adnu.edu.ph"")"
Ateneo de Zamboanga University,Philippines,"=HYPERLINK(""http://www.adzu.edu.ph/"", ""http://www.adzu.edu.ph/"")"
Ateneo Pontificio Regina Apostolorum,Vatican City),"=HYPERLINK(""https://www.upra.org/"", ""https://www.upra.org/"")"
Athabasca University,Canada,"=HYPERLINK(""http://www.athabascau.ca/"", ""http://www.athabascau.ca/"")"
